ID	city	english
WTS2N4R0GD1V	宣城	Xuancheng
WTS34NSJCKB5	蕪湖縣	Wuhuxian
WTS4JZ3WMZMC	蕪湖	Wuhu
WTS72PD80470	當塗	Dangtu
WTS9PG0CQK87	郎溪	Langxi
WTSD1PMY2Z2C	高淳	Gaochun
WTSFWZFDVB90	溧陽	Liyang
WTSHMW6QKUT4	和縣	Hexian
WTSK2DC1FHK3	馬鞍山	Maanshan
WTSNE79S49XY	全椒	Quanjiao
WTSPU2JCPU6T	滁州	Chuzhou
WTSQ7682Y34B	浦口	Pukou
WTSQ7Q0MQ36C	江浦	Jiangpu
WTSQQYHVQ973	南京	Nanjing
WTSSH3EWX58K	溧水	Lishui
WTSTB2RFJXXJ	江寧	Jiangning
WTSTZB2FNR8M	句容	Jurong
WTSYY1HFFDPE	丹徒	Dantu
WTSZ8484RK10	儀征	Yizheng
WTSZNJUFDEP9	鎮江	Zhenjiang
WTT22RH887PG	長興	Changxing
WTT4QE46BRED	宜興	Yixing
WTTC34246TPK	吳江	Wujiang
WTTCCH80FWRR	吳中	Wuzhong
WTTDPCGXTWUS	蘇州	Suzhou
WTTE97PU94T9	無錫	Wuxi
WTTEF8S5Q6BN	錫山	Xishan
WTTH8GUJNUYP	金壇	Jintan
WTTK3N6Q7S9D	武進	Wujin
WTTKC92GVT6S	常州	Changzhou
WTTN0CKJWBQ5	丹陽	Danyang
WTTPQE63277W	揚中	Yangzhong
WTTR507GUDWK	泰興	Taixing
WTTT2Z1YYP5B	江陰	Jiangyin
WTTTR1VB4WE5	張家港	Zhangjiagang
WTTU59XQWGTU	常熟	Changshu
WTTVYTY1H0HF	南通	Nantong
WTTW0V1FN0EU	靖江	Jingjiang
WTU0WGQ4GN2M	來安	Laian
WTU78P6WBJG5	盱眙	Xuyi
WTU8011K7TN4	六合	Luhe
WTUBJN87JTKZ	邗江	Hanjiang
WTUBM40RTTUB	揚州	Yangzhou
WTUD5BV5KCZ6	天長	Tianchang
WTUEU75ERN0K	金湖	Jinhu
WTUFMXQM2DYS	高郵	Gaoyou
WTUN6JJ0VSJN	泗洪	Sihong
WTURUDS1HRTG	泗陽	Siyang
WTUT2N16E9YJ	洪澤	Hongze
WTUV49RDG2ZX	寶應	Baoying
WTUXK27DXN0R	淮安	Huaian
WTUXKD5HBN2U	淮陰區	Huaiyinqu
WTUYDYQNZ73S	淮安區	Huaianqu
WTV02RTWKYJJ	江都	Jiangdu
WTV28G74FW3J	泰州	Taizhou
WTV3N04D9ZMK	薑堰	Jiangyan
WTV5R2BHGKV1	興化	Xinghua
WTV8RDHRSTU0	如皋	Rugao
WTV9HVT12RV9	海安	Haian
WTVDCKPV15VD	東台	Dongtai
WTVMW5D93FM6	鹽都	Yandu
WTVMWP4TCFT7	鹽城	Yancheng
WTVNQJ58YK4W	建湖	Jianhu
WTVSV7GS42WD	大豐	Dafeng
WTW0W2VDYEPR	松江	Songjiang
WTW1HNSVUSCG	青浦	Qingpu
WTW3414PNURY	閔行	Minhang
WTW37HNSSJ68	徐家匯	Xujiahui
WTW3SJ5ZBJUY	上海	Shanghai
WTW3T7RMWMB4	浦東	Pudong
WTW48BWCWRFR	昆山	Kunshan
WTW4GTQ3D8BV	太倉	Taicang
WTW4X8D1EZCZ	嘉定	Jiading
WTW6SK5N30JR	寶山	Baoshan
WTW7FS0ZC50Z	崇明	Chongming
WTW8DKRXKEEB	浦東南匯	Pudongnanhui
WTWJMR1QCXH8	海門	Haimen
WTWN7PBRX3RJ	通州	Tongzhou
WTWPVE8TDSTJ	如東	Rudong
WTWT00WUFMYT	啟東	Qidong
WW02BEK9YDH8	石龍	Shilong
WW02P7XHT0KB	平頂山	Pingdingshan
WW02SZXJ3CYB	寶豐	Baofeng
WW04RS2Q9T9V	汝州	Ruzhou
WW08W61WE9KG	襄城	Xiangcheng
WW0922H394YZ	郟縣	Jiaxian
WW0CWDZP17BC	許昌	Xuchang
WW0DQH6QDTSM	禹州	Yuzhou
WW0FSVSCCNKE	長葛	Changge
WW0GEYRDT0F3	新鄭	Xinzheng
WW0JW67UUMPP	偃師	Yanshi
WW0KH51FMCSX	登封	Dengfeng
WW0MFCTTBVCC	鞏義	Gongyi
WW0N9C670PS3	吉利	Jili
WW0NW37GHRX1	孟州	Mengzhou
WW0P9B6381U6	濟源	Jiyuan
WW0QTNY3FZZQ	溫縣	Wenxian
WW0R9F15G9ZP	沁陽	Qinyang
WW0SKJBZC6X9	新密	Xinmi
WW0TU7X25TBT	滎陽	Xingyang
WW0V9QP93VS8	鄭州	Zhengzhou
WW0W1DZCPQ6N	上街	Shangjie
WW0XSJBB36PX	武陟	Wuzhi
WW102S9RC2VQ	臨潁	Linying
WW11YXTYUUEZ	鄢陵	Yanling
WW12Q1N5Q2TT	西華	Xihua
WW13FF2BPHMD	扶溝	Fugou
WW15Y1ZR4C4C	尉氏	Weishi
WW19V6R0NUR4	太康	Taikang
WW1CZDQBHSR6	柘城	Zhecheng
WW1GFRRMV36Y	睢縣	Suixian
WW1J92W6TMP7	中牟	Zhongmou
WW1KHUFS83F7	通許	Tongxu
WW1MBZNSXN1M	開封	Kaifeng
WW1P3KWMJ3X6	原陽	Yuanyang
WW1PYWVGSFGV	延津	Yanjin
WW1R7SWJ51XF	封丘	Fengqiu
WW1SECSHRFG1	杞縣	Qixian
WW1V5GG4GKNJ	民權	Minquan
WW1WHFC35YMQ	蘭考	Lankao
WW21ZW863X9U	澤州	Zezhou
WW22HFX01GNV	博愛	Boai
WW23BS9T8PB1	晉城	Jincheng
WW279T1Y4EWW	高平	Gaoping
WW2835D5K7BE	焦作	Jiaozuo
WW28MJMJWEFR	修武	Xiuwu
WW2BDHTQSUW1	獲嘉	Huojia
WW2BZF5MQKGW	新鄉	Xinxiang
WW2CSZKC3PHE	輝縣	Huixian
WW2E9989W73T	陵川	Lingchuan
WW2M2RMQM85B	長子	Zhangzi
WW2MRZMWR0JB	壺關	Huguan
WW2MYN52R11E	長治	Changzhi
WW2Q8EUEQDSX	屯留	Tunliu
WW2RUD06XVT9	襄垣	Xiangyuan
WW2TVNJ0Q947	平順	Pingshun
WW2VNN34YPR7	林州	Linzhou
WW2W8MSM94YG	潞城	Lucheng
WW2XSH8GCMPS	黎城	Licheng
WW317SR5ZWKC	衛輝	Weihui
WW34W8VCHBGZ	淇縣	Qixian
WW36MVNUT2TP	滑縣	Huaxian
WW36YTSBB3YY	浚縣	Xunxian
WW372S04V500	鶴壁	Hebi
WW381XGQVETF	長垣	Changyuan
WW3BDWW8YKEM	東明	Dongming
WW3G3XDR3729	濮陽	Puyang
WW3K6551HJ7F	湯陰	Tangyin
WW3M6GBCXPV8	安陽	Anyang
WW3PQKGPBU90	峰峰	Fengfeng
WW3QF93DN5JH	磁縣	Cixian
WW3SW87XUJ9X	內黃	Neihuang
WW3U5X7UDMJ9	清豐	Qingfeng
WW3VM2NJ4X3Z	南樂	Nanle
WW3WB1RDPE4S	臨漳	Linzhang
WW3WZKCQX57K	魏縣	Weixian
WW3X1XGKJSJY	成安	Chengan
WW3XUMDZ1VU6	肥鄉	Feixiang
WW3XX2CRRHGK	廣平	Guangping
WW3YKK9DM6PJ	大名	Daming
WW3ZZDNFSTX3	館陶	Guantao
WW40EVCGP195	鹿邑	Luyi
WW42DDHQT937	亳州	Bozhou
WW45BPMMYC2Q	寧陵	Ningling
WW45ZXMVB36N	商丘	Shangqiu
WW47SNR6S8V1	虞城	Yucheng
WW4BCQVWRDK3	永城	Yongcheng
WW4DDX7K1NKP	夏邑	Xiayi
WW4EZ9GRP901	碭山	Dangshan
WW4NHUW7KNEF	曹縣	Caoxian
WW4PTB7981VF	定陶	Dingtao
WW4QUFMNX8NW	成武	Chengwu
WW4TCRNUSN1M	單縣	Shanxian
WW4VMKCW0UVD	豐縣	Fengxian
WW4XW2R1D3V6	金鄉	Jinxiang
WW4ZN7TCY0BK	魚台	Yutai
WW50CNVQ64QC	濉溪	Suixi
WW511U7JJ68Q	淮北	Huaibei
WW54KY3BFMZ3	蕭縣	Xiaoxian
WW566Q28FVU3	銅山	Tongshan
WW56FQXV5ZHB	徐州	Xuzhou
WW5BU529F4N8	睢寧	Suining
WW5GHPB86PWW	邳州	Pizhou
WW5JSF3UFMPR	沛縣	Peixian
WW5MUP4UEN0T	薛城	Xuecheng
WW5Q16G3NY6N	微山	Weishan
WW5QJDVC4NKQ	棗莊	Zaozhuang
WW5R9F45BCGR	滕州	Tengzhou
WW5SXJ22GG4D	台兒莊	Taierzhuang
WW5TG9EJUTF9	嶧城	Yicheng
WW5YM1KZEQDE	蘭陵	Lanling
WW607X60CDS4	菏澤	Heze
WW64K72D30D4	鄄城	Juancheng
WW66W0C9HBCR	鄆城	Yuncheng
WW693KQGUN33	巨野	Juye
WW69X0HBMQWF	嘉祥	Jiaxiang
WW6CSB4BQYSD	濟寧	Jining
WW6E9MNYH59Q	梁山	Liangshan
WW6G686NKDZ0	汶上	Wenshang
WW6HH3BTCHDH	範縣	Fanxian
WW6KU1X7HWMH	台前	Taiqian
WW6M6XKQM812	陽穀	Yanggu
WW6PD8VX3UYK	冠縣	Guanxian
WW6Q05KR43E2	莘縣	Shenxian
WW6RR5W09UKP	聊城	Liaocheng
WW6U6KFG7TQW	東平	Dongping
WW6WTMDTT6FE	東阿	Donge
WW6Y3US63DJM	平陰	Pingyin
WW71MSQGYW39	鄒城	Zoucheng
WW744X9JB264	兗州	Yanzhou
WW74MVNHX8DP	曲阜	Qufu
WW753ZEPM723	甯陽	Ningyang
WW76UT92V1CY	泗水	Sishui
WW79UWXD3XTH	平邑	Pingyi
WW7BSKXNSHX9	費縣	Feixian
WW7G5WDH04T7	蒙陰	Mengyin
WW7JC4M7F0YF	肥城	Feicheng
WW7MBNP039PE	泰安	Taian
WW7PBM8PNJUD	長清	Changqing
WW7SRGJ3PVKF	新泰	Xintai
WW7WJ9SSV9R7	萊蕪	Laiwu
WW7Z9SXGBJ1H	博山	Boshan
WW81HD1SK2DC	沁縣	Qinxian
WW81XBWY79DG	武鄉	Wuxiang
WW86FSQHRUC7	榆社	Yushe
WW8B497GWYP5	涉縣	Shexian
WW8DGU3S2KZ5	左權	Zuoquan
WW8HCHH7M1DD	太谷	Taigu
WW8N9SDCPJGB	小店區	Xiaodianqu
WW8NMEQJCMJE	晉中	Jinzhong
WW8NMWF7B000	榆次	Yuci
WW8P3NH2TPDT	太原	Taiyuan
WW8RRRZ4VPUC	壽陽	Shouyang
WW8U27EPHB3G	和順	Heshun
WW8Y529B6H2C	昔陽	Xiyang
WW8Z13R8CYSX	平定	Pingding
WW8Z267HHZ3U	陽泉	Yangquan
WW90Y9JBUZGG	武安	Wuan
WW92M43YCQG0	邯鄲	Handan
WW93JP9G12GN	永年	Yongnian
WW93TS26G3UH	沙河	Shahe
WW96VH3U3KG5	邢臺	Xingtai
WW99PZ8510UQ	曲周	Quzhou
WW9CKYBHP92R	邱縣	Qiuxian
WW9D3XEKTEVV	南和	Nanhe
WW9DJCJF94B4	雞澤	Jize
WW9E1X73VTTV	任縣	Renxian
WW9FCS6K3KBE	平鄉	Pingxiang
WW9FQS42PESS	威縣	Weixian
WW9FUK3SMKZ5	廣宗	Guangzong
WW9G9XDQ1QBS	巨鹿	Julu
WW9KJYQBJRVN	內丘	Neiqiu
WW9KVTBME3SP	臨城	Lincheng
WW9MZUC5VS12	高邑	Gaoyi
WW9Q6C8GXHVW	贊皇	Zanhuang
WW9QVBNVTQJ1	元氏	Yuanshi
WW9S7XKGWBDS	隆堯	Longyao
WW9T3DEMMDTV	柏鄉	Baixiang
WW9VW84KPEHD	新河	Xinhe
WW9WG8HVWY49	趙縣	Zhaoxian
WW9WP0D0QH6C	甯晉	Ningjin
WW9X2ZVDFXU1	欒城	Luancheng
WW9ZTZHSH874	辛集	Xinji
WWB0EF7VC635	陽曲	Yangqu
WWB4T4PKXRH7	忻州	Xinzhou
WWB6FJPDJZBM	定襄	Dingxiang
WWB8SKR25D88	盂縣	Yuxian
WWBHKD9DS76C	原平	Yuanping
WWBQ60RXJZBK	代縣	Daixian
WWBS34D4S729	五台縣	Wutaixian
WWBVBVN7BFWV	五臺山	Wutaishan
WWBWCHD0H32E	繁峙	Fanshi
WWC0M54UVCB4	井陘	Jingxing
WWC1WEJYKUGC	平山	Pingshan
WWC28UQ8P492	鹿泉	Luquan
WWC2MYYCM6J5	石家莊	Shijiazhuang
WWC3FS39WJMP	靈壽	Lingshou
WWC3P0GRF7RY	正定	Zhengding
WWC6WEUYBRNZ	行唐	Xingtang
WWC8M50SUCVF	槁城	Gaocheng
WWCB3E4KC3BD	晉州	Jinzhou
WWCC0NQWE5V7	無極	Wuji
WWCCJQQNDECG	深澤	Shenze
WWCD1T7KVWJU	新樂	Xinle
WWCEDN9CZ9YC	曲陽	Quyang
WWCG0HQE70MQ	定州	Dingzhou
WWCJN0RMDUFV	阜平	Fuping
WWCU2QJZH5W1	唐縣	Tangxian
WWCUGUG15KWH	順平	Shunping
WWCUK2C8M7PH	望都	Wangdu
WWCXCE7QMETV	淶源	Laiyuan
WWD1SK2DC1FH	臨西	Linxi
WWD38U64V3UU	臨清	Linqing
WWD6BHKK6KG7	清河	Qinghe
WWD6PWS97GJP	夏津	Xiajin
WWD8J74TVQ4X	茌平	Chiping
WWD9SZUP761S	高唐	Gaotang
WWDE9PXW5NBU	武城	Wucheng
WWDFJFZKGFZN	禹城	Yucheng
WWDG3QTDZWHQ	平原	Pingyuan
WWDH3X35SBES	南宮	Nangong
WWDJTZ7T05TG	冀州	Jizhou
WWDKQZQG8BES	故城	Gucheng
WWDM3Q29Z6YJ	棗強	Zaoqiang
WWDQ8KE95MGB	衡水	Hengshui
WWDRHUVJRWYX	武邑	Wuyi
WWDTN3X443VR	德州	Dezhou
WWDUKEEXJB7G	陵縣	Lingxian
WWDWMZ14RM7E	景縣	Jingxian
WWDX7N1BEPTM	阜城	Fucheng
WWDY02926S39	吳橋	Wuqiao
WWDZ7XYDCZCC	東光	Dongguang
WWE0TGW4PX6N	濟南	Jinan
WWE12ENZ81JW	齊河	Qihe
WWE5E2QJHQK4	臨邑	Linyi
WWE67KHBPGXH	濟陽	Jiyang
WWE8FKWTX2PU	章丘	Zhangqiu
WWE9Z1B3EF69	鄒平	Zouping
WWEBH2ZZKMW6	淄川	Zichuan
WWEC65NRD14N	周村	Zhoucun
WWECQQCKH37Z	淄博	Zibo
WWEFQFPJZ7T8	桓台	Huantai
WWEG3N9FUYPW	高青	Gaoqing
WWEK3CFHBB5R	商河	Shanghe
WWEN1MUX5HXQ	寧津	Ningjin
WWEQESS30VZ8	樂陵	Leling
WWEQZJ9S2NRW	慶雲	Qingyun
WWET1Z0BU6QH	惠民	Huimin
WWEUSKZ4K1P9	濱州	Binzhou
WWEW5D74SS6T	陽信	Yangxin
WWEWSH99NTG8	無棣	Wudi
WWF0M3KFW1SY	深州	Shenzhou
WWF1KXX1GHE0	安平	Anping
WWF2R5NHCCU4	武強	Wuqiang
WWF33X81BKW8	饒陽	Raoyang
WWF484JKWZ07	安國	Anguo
WWF4EXDEQP88	博野	Boye
WWF4VV5D0PVV	蠡縣	Lixian
WWF6EGBYFX5Z	肅寧	Suning
WWF94QKN85GE	獻縣	Xianxian
WWFBRE4KG1FF	南皮	Nanpi
WWFBSD7TVF7G	泊頭	Botou
WWFD97YYUP1R	河間	Hejian
WWFHECCGX5C4	清苑	Qingyuan
WWFJ5S4DNJ0T	保定	Baoding
WWFJ84TKNY22	滿城	Mancheng
WWFJZXMGBR4N	徐水	Xushui
WWFK49KRMD97	高陽	Gaoyang
WWFMQJ1TKVC7	安新	Anxin
WWFPU72W35DJ	易縣	Yixian
WWFQHSVFWXW5	容城	Rongcheng
WWFR6KVHKD8D	定興	Dingxing
WWFRSPZ3UEMH	高碑店	Gaobeidian
WWFS3BV2Q54S	任丘	Renqiu
WWFTCBJ6YNDT	雄縣	Xiongxian
WWFUJVP7GFZH	大城	Dacheng
WWFV4K4F5TNT	文安	Wenan
WWFY2TZYH86C	霸州	Bazhou
WWFZEJBXWG20	永清	Yongqing
WWG1FS318M6P	滄州	Cangzhou
WWG1GKQ1SMKP	滄縣	Cangxian
WWG27QUCRFP5	鹽山	Yanshan
WWG28DMTGF2E	孟村	Mengcun
WWG56R38Z332	青縣	Qingxian
WWG6Q359MNQJ	黃驊	Huanghua
WWG8CM6767JJ	海興	Haixing
WWGJKWFX9MYZ	靜海	Jinghai
WWGMZ01DBNXT	津南	Jinnan
WWGNW7KUC8EN	西青	Xiqing
WWGQDCW6TBW1	天津	Tianjin
WWGQM4R38052	東麗	Dongli
WWGR17G3NCFH	北辰	Beichen
WWGSBSU3PKES	大港	Dagang
WWGTVPQ5GXNQ	塘沽	Tanggu
WWGZ295RFFQ3	漢沽	Hangu
WWGZ9PCCUGRS	寧河	Ninghe
WWH1780CEFBR	宿遷	Suqian
WWH1HKMVPFDW	宿豫	Suyu
WWH5T4EY4BS0	新沂	Xinyi
WWH6NTJTTT4U	沭陽	Shuyang
WWHB4J3YB2MU	漣水	Lianshui
WWHCGUH42S6N	灌南	Guannan
WWHG1S55YRKV	灌雲	Guanyun
WWHHVN7U4GU0	郯城	Tancheng
WWHKQTVXVDDC	東海	Donghai
WWHPMHEV4CS4	臨沂	Linyi
WWHQEUYR9RU3	臨沭	Linshu
WWHUBFTRE77P	連雲港	Lianyungang
WWHWNSSE3NTF	贛榆	Ganyu
WWJ0NJ7WY26S	阜寧	Funing
WWJ1QCCEC7H5	濱海	Binhai
WWJ48CUJQYN4	響水	Xiangshui
WWJ80M7QU06U	射陽	Sheyang
WWK4PZEJZ06D	沂南	Yinan
WWK7E383W76V	沂水	Yishui
WWK80H367EQ4	莒南	Junan
WWKCX8PB3YE6	日照	Rizhao
WWKD2J1KE8WP	莒縣	Juxian
WWKG2KNFC740	五蓮	Wulian
WWKJC42GB8F6	沂源	Yiyuan
WWKRC0QBMJMV	臨朐	Linqu
WWKUV187JWKU	諸城	Zhucheng
WWKZ0RYU1K4N	安丘	Anqiu
WWMKWU0KKVZP	黃島	Huangdao
WWMNUYZ2C5XC	高密	Gaomi
WWMQ76G0JDNC	膠州	Jiaozhou
WWMT5Q64CR3G	青島	Qingdao
WWMTM7G9DRY8	嶗山	Laoshan
WWMWUYV0B7T9	即墨	Jimo
WWS0XV7HRPDD	青州	Qingzhou
WWS17YZKJC3R	臨淄	Linzi
WWS2ZC40FXVE	昌樂	Changle
WWS3VCB99D29	壽光	Shouguang
WWS4YK2HRUYG	廣饒	Guangrao
WWS524GWKTBQ	博興	Boxing
WWS8Z342UPZ7	濰坊	Weifang
WWSCTPBRMDHU	昌邑	Changyi
WWSJ4Z50BDQU	利津	Lijin
WWSKUMUVE3TR	東營	Dongying
WWSMC9JRR5WZ	墾利	Kenli
WWSN2P5DKT27	沾化	Zhanhua
WWSR3PYFVPVC	河口	Hekou
WWT31X8GJ8FW	平度	Pingdu
WWT7906M5W3D	萊州	Laizhou
WWT9WPCRMD0K	萊西	Laixi
WWTF6S501GEH	萊陽	Laiyang
WWTSEG0852FV	招遠	Zhaoyuan
WWTUJW38PPFN	棲霞	Qixia
WWTWNMZZPS9Q	龍口	Longkou
WWTZ5SZMQYVZ	蓬萊	Penglai
WWTZER0UHBKF	長島	Changdao
WWUNZ5FRFWND	曹妃甸	Caofeidian
WWUPRKUSM49D	唐海	Tanghai
WWW1HZDEP8GQ	海陽	Haiyang
WWW6J3P6W6B4	乳山	Rushan
WWWG9K41ENS5	文登	Wendeng
WWWJR4ET3F8V	福山	Fushan
WWWKXHF6M35C	牟平	Mouping
WWWM51WDH1FX	煙臺	Yantai
WWWV6YM1F4ZV	威海	Weihai
WWX1CGTBT06Y	石島	Shidao
WWX53WXDBY0N	榮成	Rongcheng
WWXKB49JG0MS	成山頭	Chengshantou
WWYHZDFNGU9B	旅順	Lvshun
WWYMRT0VRMUG	大連	Dalian
WWYW3MGNP831	金州	Jinzhou
WWZPMKUH348F	長海	Changhai
WX00Z63H8TCQ	山陰	Shanyin
WX02ZRZ5MNKG	應縣	Yingxian
WX05S9C8UK6Y	左雲	Zuoyun
WX06T4Y6DFPK	懷仁	Huairen
WX0CFG5JRBRU	渾源	Hunyuan
WX0G9P0ZXUG7	大同縣	Datongxian
WX0QNB13F470	豐鎮	Fengzhen
WX0S40QDCME0	大同	Datong
WX0VSMNHR17W	陽高	Yanggao
WX0XBRU29NYZ	察右前旗	Chayouqianqi
WX10R658RUTR	靈丘	Lingqiu
WX160XBJJ124	廣靈	Guangling
WX16XN7R46RV	蔚縣	Yuxian
WX1HNP85CY46	陽原	Yangyuan
WX1JGYNX8DJ7	天鎮	Tianzhen
WX1R7EWPGJRZ	懷安	Huaian
WX1VTYUWS9E4	涿鹿	Zhuolu
WX1XFD29CWXF	萬全	Wanquan
WX1YFP0B5K9C	宣化	Xuanhua
WX209TDGZ0EG	卓資	Zhuozi
WX23MTKCJ427	集寧	Jining
WX24FBYXJJX5	察右中旗	Chayouzhongqi
WX27Z3XPV0HC	察右後旗	Chayouhouqi
WX2BX3UZK26D	興和	Xinghe
WX2SR7YN29RS	商都	Shangdu
WX319QQKM7P3	尚義	Shangyi
WX38NPJ1DP88	張家口	Zhangjiakou
WX3CP43599T9	崇禮	Chongli
WX3D451UPEYZ	張北	Zhangbei
WX3N65SM0W15	化德	Huade
WX3W04X9ZT6W	康保	Kangbao
WX3YREWVHWP7	太僕寺	Taibusiqi
WX421K89XKQ4	淶水	Laishui
WX42WGNG8V7T	涿州	Zhuozhou
WX48Q6P06KTR	固安	Guan
WX4BZD6KEJFY	廊坊	Langfang
WX4D4S7291H4	房山	Fangshan
WX4DP0SUJ2YC	大興	Daxing
WX4DUXSF6714	石景山	Shijingshan
WX4DWN2X06KM	豐台	Fengtai
WX4E1VJ3N56X	門頭溝	Mentougou
WX4EQ2XJD7V2	海澱	Haidian
WX4FBXXFKE4F	北京	Beijing
WX4G17JWZEK7	朝陽	Chaoyang
WX4GN7JYY527	通州	Tongzhou
WX4JUDX551G5	懷來	Huailai
WX4QNGWY2FE8	延慶	Yanqing
WX4SUCU47R3T	昌平	Changping
WX4UQ3MYNN0Q	順義	Shunyi
WX4VMUP35BZ0	懷柔	Huairou
WX50P0FTHSHF	武清	Wuqing
WX53VNZ3B0EM	寶坻	Baodi
WX54NRUV1974	香河	Xianghe
WX54VGYJZDF4	大廠	Dachang
WX55RYPU2SNV	三河	Sanhe
WX57ZDBH4M0G	薊縣	Jixian
WX5CP7MZCQWS	豐南	Fengnan
WX5DZ5BMGFFD	玉田	Yutian
WX5JDT1H236N	密雲	Miyun
WX5K31KNJY1W	平谷	Pinggu
WX5US4896NYS	遵化	Zunhua
WX5W40P3Y6R2	興隆	Xinglong
WX62GC2B68GG	赤城	Chicheng
WX6FQKJZQH8M	豐寧	Fengning
WX6M0CF1M7HB	沽源	Guyuan
WX6ZFQDU79YS	多倫	Duolun
WX72VGJ4E1J0	灤平	Luanping
WX7C5D6581T3	承德	Chengde
WX7ENF146Y60	隆化	Longhua
WX7WX3NGVYE8	圍場	Weichang
WX84NV5U2RMS	朱日和	Zhurihe
WX855QMHZ385	蘇右旗	Suyouqi
WX8BNR8RX4XF	鑲黃旗	Xianghuang
WX9B8UKRQ5X0	正鑲白旗	Zhengxiangbaiqi
WXBC3WWUFBMN	蘇左旗	Suzuoqi
WXCF2PQT74VK	阿巴嘎	Abaga
WXD2REKS5FV5	正藍旗	Zhenglanqi
WXEW1QFK62V0	克什克騰	Keshiketeng
WXF9CJPWG18C	錫林浩特	Xilinhaote
WXGBN31KKM5F	林西	Linxi
WXGTS599QD7D	西烏旗	Xiwuqi
WXH13WQT7XKN	唐山	Tangshan
WXH2SWU0HMTY	灤南	Luannan
WXH494BF8D4K	豐潤	Fengrun
WXH6JH68W3P4	灤縣	Luanxian
WXH7TJ6TQKXN	遷安	Qianan
WXH838HQ4U9G	樂亭	Leting
WXH9ZG0VQ22K	昌黎	Changli
WXHDBGYMZFB6	盧龍	Lulong
WXHFC5UTU6GD	撫寧	Funing
WXHFWFFDTF1H	北戴河	Beidaihe
WXHHKMJFXY6X	遷西	Qianxi
WXHPCJBY2WF7	承德縣	Chengdexian
WXHQBP480HE1	寬城	Kuancheng
WXHTFF8EPCUE	青龍	Qinglong
WXJ51T411GRX	秦皇島	Qinhuangdao
WXJT6HJ9H0Z0	綏中	Suizhong
WXJZ549SEUU4	興城	Xingcheng
WXJZTSCEPN4J	葫蘆島	Huludao
WXK3HXU4K3VY	平泉	Pingquan
WXKFTJ26TTKF	淩源	Lingyuan
WXKKNMDX6MR4	八裡罕	Balihan
WXKQMGUUKTYV	喀喇沁	Kalaqin
WXKUEMJ3WD11	寧城	Ningcheng
WXM0NP59WRD8	建昌	Jianchang
WXM4JQFC0DDQ	喀左	Kazuo
WXM5D0XUMP37	建平縣	Jianpingxian
WXMSKZT4B3TT	朝陽	Chaoyang
WXMVU1QN8UYB	北票	Beipiao
WXN8PH938UQD	普蘭店	Pulandian
WXNC2HTENP33	瓦房店	Wafangdian
WXNZM7TPVMMZ	營口	Yingkou
WXP3Y7PM38QK	莊河	Zhuanghe
WXPJB4SE19U7	蓋州	Gaizhou
WXPP781G2VHR	大石橋	Dashiqiao
WXPTJKCB00NX	岫岩	Xiuyan
WXQ1U6H0VE63	錦州	Jinzhou
WXQ61QU2EUQ2	淩海	Linghai
WXQC1U0TV1TJ	大窪	Dawa
WXQCCV8TM5T4	盤錦	Panjin
WXQF8TK68J6D	盤山	Panshan
WXQHQ8KCZ9PG	義縣	Yixian
WXQSETH19DN9	北鎮	Beizhen
WXQV4ZM045RV	黑山	Heishan
WXQX09T2HRXX	阜新	Fuxin
WXR281GRM0R6	海城	Haicheng
WXR3Y6P2CEQ3	鞍山	Anshan
WXR53SZXBZ04	台安	Taian
WXRCCPMX97XY	弓長嶺	Gongchangling
WXRD2XBGFUGJ	遼陽縣	Liaoyangxian
WXRDFBCXJJ8E	遼陽	Liaoyang
WXREWKQ0VR9K	燈塔	Dengta
WXRK0W3ZX2BR	遼中	Liaozhong
WXRQFVFG9RMW	新民	Xinmin
WXRVB9QYXKY8	瀋陽	Shenyang
WXS4NUWJ0D7D	崗子	Gangzi
WXS86P4BSG4G	赤峰	Chifeng
WXSRS6SF7KJ2	巴林右旗	Balinyouqi
WXSU6GNH7E1G	翁牛特	Wengniute
WXT0XSQXM7W2	敖漢	Aohan
WXTBF82N4M3Y	寶國吐	Baoguotu
WXTGC2WEKFBQ	奈曼	Naiman
WXUFHW3F5D5Y	巴林左旗	Balinzuoqi
WXUUFS6KP5TU	浩爾吐	Haoertu
WXV3SKPEDBCE	阿魯旗	Aluqi
WXVVQQNFE1UM	紮魯特	Zhalute
WXW15H8MDG7D	青龍山	Qinglongshan
WXWE4FY0Q9KF	庫倫	Kulun
WXX1H5P97UW5	彰武	Zhangwu
WXXCB0CHKQJP	法庫	Faku
WXXCE7QMETV4	調兵山	Diaobingshan
WXXENYKSZ3D7	康平	Kangping
WXXH24U9CSK3	科左後旗	Kezuohouqi
WXXZD69FQS42	雙遼	Shuangliao
WXY201PUQV5D	開魯	Kailu
WXYBNKF2CT25	通遼	Tongliao
WXYF822MESJD	舍伯吐	Shebotu
WXYXK5T3T05M	高力板	Gaoliban
WXZEN1WGUK0Z	科左中旗	Kezuozhongqi
WXZWBZ0P7VEF	通榆	Tongyu
WZ06C4578DTW	東港	Donggang
WZ0KQ36Y0N4N	丹東	Dandong
WZ0NP79N2D92	鳳城	Fengcheng
WZ0XXQWJ2WR9	寬甸	Kuandian
WZ24BQQTFN10	本溪	Benxi
WZ263DV24Y4T	本溪縣	Benxixian
WZ2NM0P2XMU7	撫順	Fushun
WZ2NRX5YS2BS	章黨	Zhangdang
